x,y
2021-10-18 20:25:29.999859, 55.504
2021-10-18 20:25:35.008630, 55.504
2021-10-18 20:25:56.194493, 54.043
2021-10-18 20:26:01.203174, 54.53
2021-10-18 20:26:06.209737, 53.556
2021-10-18 20:26:11.218630, 54.043
2021-10-18 20:26:16.227556, 54.043
2021-10-18 20:26:21.236436, 54.043
2021-10-18 20:26:26.245179, 54.53
2021-10-18 20:26:31.253911, 55.017
2021-10-18 20:26:36.262640, 54.043
2021-10-18 20:26:41.271350, 53.069
2021-10-18 20:26:46.280147, 55.017
2021-10-18 20:26:51.288977, 54.043
2021-10-18 20:26:56.297816, 54.043
2021-10-18 20:27:01.306651, 55.017
2021-10-18 20:27:06.315412, 54.043
2021-10-18 20:27:11.324143, 54.53
2021-10-18 20:27:16.332868, 54.043
2021-10-18 20:27:21.339638, 53.069
2021-10-18 20:27:26.348492, 55.504
2021-10-18 20:27:31.356842, 54.53
2021-10-18 20:27:36.365535, 54.53
2021-10-18 20:27:41.373819, 54.043
2021-10-18 20:27:46.382595, 54.043
2021-10-18 20:27:51.390873, 54.043
2021-10-18 20:27:56.399760, 54.53
2021-10-18 20:28:01.408195, 54.043
2021-10-18 20:28:06.417038, 54.53
2021-10-18 20:28:11.425914, 53.556
2021-10-18 20:28:16.434784, 54.53
2021-10-18 20:28:21.443680, 53.556
2021-10-18 20:28:26.452456, 54.043
2021-10-18 20:28:31.461412, 55.017
2021-10-18 20:28:36.470222, 53.556
2021-10-18 20:28:41.479155, 54.53
2021-10-18 20:28:46.488038, 53.556
2021-10-18 20:28:51.496861, 54.043
2021-10-18 20:28:56.505604, 53.069
2021-10-18 20:29:01.514502, 54.53
2021-10-18 20:29:06.523312, 54.53
2021-10-18 20:29:11.529649, 53.069
2021-10-18 20:29:16.538503, 54.53
2021-10-18 20:29:21.547397, 54.53
2021-10-18 20:29:26.556138, 54.043
2021-10-18 20:29:31.564990, 55.017
2021-10-18 20:29:36.573716, 55.017
2021-10-18 20:29:41.582448, 53.556
2021-10-18 20:29:46.591217, 54.043
2021-10-18 20:29:51.599945, 54.53
2021-10-18 20:29:56.608785, 54.043
2021-10-18 20:30:01.617683, 54.043
2021-10-18 20:30:06.626499, 54.043
2021-10-18 20:30:11.635451, 53.556
2021-10-18 20:30:16.644316, 54.53
2021-10-18 20:30:21.653141, 54.53
2021-10-18 20:30:26.661904, 54.043
2021-10-18 20:30:31.670651, 53.556
2021-10-18 20:30:36.679410, 53.556
2021-10-18 20:30:41.687556, 54.043
2021-10-18 20:30:46.696364, 55.017
2021-10-18 20:30:51.705131, 54.043
2021-10-18 20:30:56.713852, 53.556
2021-10-18 20:31:01.722638, 55.504
2021-10-18 20:31:06.731388, 54.043
2021-10-18 20:31:11.740114, 54.043
2021-10-18 20:31:16.748918, 54.043
2021-10-18 20:31:21.757721, 53.069
2021-10-18 20:31:26.766500, 54.53
2021-10-18 20:31:31.775227, 54.043
2021-10-18 20:31:36.783932, 54.043
2021-10-18 20:31:41.792677, 53.556
2021-10-18 20:31:46.801121, 54.043
2021-10-18 20:31:51.809880, 54.043
2021-10-18 20:31:56.818667, 53.556
2021-10-18 20:32:01.827488, 53.069
2021-10-18 20:32:06.836212, 54.043
2021-10-18 20:32:11.845026, 55.017
2021-10-18 20:32:16.853729, 54.043
2021-10-18 20:32:21.862461, 55.017
2021-10-18 20:32:26.869176, 54.53
2021-10-18 20:32:31.877920, 54.53
2021-10-18 20:32:36.886169, 54.043
2021-10-18 20:32:41.894896, 55.017
2021-10-18 20:32:46.903162, 54.043
2021-10-18 20:32:51.911847, 54.043
2021-10-18 20:32:56.920078, 54.53
2021-10-18 20:33:01.928836, 53.556
2021-10-18 20:33:06.937144, 54.043
2021-10-18 20:33:11.945854, 54.043
2021-10-18 20:33:16.954572, 54.043
2021-10-18 20:33:21.963299, 55.017
2021-10-18 20:33:26.972021, 54.53
2021-10-18 20:33:31.980745, 54.53
2021-10-18 20:33:36.989512, 54.53
2021-10-18 20:33:41.998315, 55.017
2021-10-18 20:33:47.007249, 54.043
2021-10-18 20:33:52.016018, 53.556
2021-10-18 20:33:57.024840, 53.556
2021-10-18 20:34:02.033588, 54.53
2021-10-18 20:34:07.042365, 54.53
2021-10-18 20:34:12.051114, 54.53
2021-10-18 20:34:17.059862, 54.043
2021-10-18 20:34:22.068724, 53.556
2021-10-18 20:34:27.077566, 54.043
2021-10-18 20:34:32.085518, 55.017
2021-10-18 20:34:37.094193, 54.043
2021-10-18 20:34:42.102928, 52.582
2021-10-18 20:34:47.111726, 54.043
2021-10-18 20:34:52.120471, 55.017
2021-10-18 20:34:57.129294, 53.556
2021-10-18 20:35:02.138294, 54.043
2021-10-18 20:35:07.147139, 54.53
2021-10-18 20:35:12.156078, 53.556
2021-10-18 20:35:17.164987, 54.043
2021-10-18 20:35:22.173784, 54.043
2021-10-18 20:35:27.182559, 55.017
2021-10-18 20:35:32.191327, 55.017
2021-10-18 20:35:37.200139, 54.043
2021-10-18 20:35:42.209001, 54.53
2021-10-18 20:35:47.217889, 54.043
2021-10-18 20:35:52.226704, 53.556
2021-10-18 20:35:57.235430, 54.043
2021-10-18 20:36:02.244154, 54.043
2021-10-18 20:36:07.252904, 54.043
2021-10-18 20:36:12.261654, 52.582
2021-10-18 20:36:17.270393, 54.53
2021-10-18 20:36:22.279177, 54.043
2021-10-18 20:36:27.287967, 54.53
2021-10-18 20:36:32.296734, 55.017
2021-10-18 20:36:37.305586, 54.043
2021-10-18 20:36:42.314357, 54.53
2021-10-18 20:36:47.323177, 54.043
2021-10-18 20:36:52.331906, 54.53
2021-10-18 20:36:57.340667, 53.556
2021-10-18 20:37:02.349437, 55.017
2021-10-18 20:37:07.358251, 54.043
2021-10-18 20:37:12.367079, 54.043
2021-10-18 20:37:17.375831, 54.043
2021-10-18 20:37:22.384540, 54.53
2021-10-18 20:37:27.393253, 53.556
2021-10-18 20:37:32.402111, 53.556
2021-10-18 20:37:37.410899, 55.017
2021-10-18 20:37:42.419171, 54.043
2021-10-18 20:37:47.428001, 54.043
2021-10-18 20:37:52.436339, 53.556
2021-10-18 20:37:57.445040, 53.069
2021-10-18 20:38:02.453289, 54.53
2021-10-18 20:38:07.462014, 54.043
2021-10-18 20:38:12.470259, 53.556
2021-10-18 20:38:17.479011, 54.043
2021-10-18 20:38:22.487756, 54.53
2021-10-18 20:38:27.496561, 53.556
2021-10-18 20:38:32.505276, 54.53
2021-10-18 20:38:37.513981, 54.043
2021-10-18 20:38:42.519636, 54.043
2021-10-18 20:38:47.528476, 54.53
2021-10-18 20:38:52.537290, 53.069
2021-10-18 20:38:57.546039, 54.53
2021-10-18 20:39:02.554911, 54.53
2021-10-18 20:39:07.563647, 54.043
2021-10-18 20:39:12.572357, 54.043
2021-10-18 20:39:17.581200, 55.017
2021-10-18 20:39:22.590002, 54.043
2021-10-18 20:39:27.598851, 54.043
2021-10-18 20:39:32.607666, 54.53
2021-10-18 20:39:37.616474, 54.043
2021-10-18 20:39:42.625214, 55.017
2021-10-18 20:39:47.633990, 54.53
2021-10-18 20:39:52.642739, 53.069
2021-10-18 20:39:57.651469, 53.556
2021-10-18 20:40:02.660403, 53.069
2021-10-18 20:40:07.669239, 54.043
2021-10-18 20:40:12.678072, 54.043
2021-10-18 20:40:17.686891, 54.53
2021-10-18 20:40:22.695677, 53.556
2021-10-18 20:40:27.704386, 54.53
2021-10-18 20:40:32.713109, 54.53
2021-10-18 20:40:37.721815, 54.53
2021-10-18 20:40:42.729619, 53.556
2021-10-18 20:40:47.738461, 53.556
2021-10-18 20:40:52.747292, 53.556
2021-10-18 20:40:57.756033, 54.53
2021-10-18 20:41:02.764863, 54.043
2021-10-18 20:41:07.773584, 54.043
2021-10-18 20:41:12.782296, 54.53
2021-10-18 20:41:17.791006, 53.556
2021-10-18 20:41:22.799765, 52.582
2021-10-18 20:41:27.808592, 54.043
2021-10-18 20:41:32.817394, 54.53
